natural_language_query,sql_query
Find the number of flights that have been cancelled due to 'operational reasons'.,SELECT COUNT(*) FROM Flights f JOIN Cancellations c ON f.flight_id = c.flight_id WHERE c.reason = 'Operational Reasons';
Show the top 3 aircraft models with the highest average load factor.,"SELECT a.model, a.manufacturer, AVG((pax_count * 100.0) / a.capacity) as avg_load_factor FROM Aircrafts a JOIN Flights f ON a.aircraft_id = a.aircraft_id LEFT JOIN (SELECT flight_id, COUNT(booking_id) as pax_count FROM Bookings GROUP BY flight_id) as flight_data ON f.flight_id = flight_data.flight_id GROUP BY a.model, a.manufacturer ORDER BY avg_load_factor DESC LIMIT 3;"
Find all aircraft that have been involved in a safety incident.,SELECT * FROM Aircrafts WHERE aircraft_id IN (SELECT aircraft_id FROM SafetyReports);
List all pilots who are scheduled to fly on their birthday.,"SELECT p.* FROM Pilots p JOIN Crews c ON p.pilot_id = c.pilot_id JOIN Flights f ON c.flight_id = f.flight_id WHERE STRFTIME('%m-%d', p.date_of_birth) = STRFTIME('%m-%d', f.departure_time);"
Calculate the percentage of revenue generated by each airline alliance.,"SELECT al.alliance, (SUM(t.price) * 100.0 / (SELECT SUM(price) FROM Tickets)) as revenue_percentage FROM Airlines al JOIN Flights f ON al.airline_id = f.airline_id JOIN Tickets t ON f.flight_id = t.flight_id WHERE al.alliance IS NOT NULL GROUP BY al.alliance;"
Find the passenger who has made the most special requests.,"SELECT p.first_name, p.last_name, COUNT(sr.request_id) as request_count FROM Passengers p JOIN Bookings b ON p.passenger_id = b.passenger_id JOIN SpecialRequests sr ON b.booking_id = sr.booking_id GROUP BY p.passenger_id ORDER BY request_count DESC LIMIT 1;"
Update the 'is_operational' flag for a specific runway.,UPDATE Runways SET is_operational = 0 WHERE runway_id = 45;
Find all flights that have had a change in both pilot and copilot mid-journey.,SELECT * FROM Flights WHERE flight_id IN (SELECT flight_id FROM CrewChangeLog GROUP BY flight_id HAVING COUNT(DISTINCT pilot_id) > 1 AND COUNT(DISTINCT copilot_id) > 1);
List all airports that have a VIP terminal.,SELECT * FROM Airports WHERE has_vip_terminal = 1;
Find the average number of passengers on flights departing on a Monday vs. a Saturday.,"SELECT STRFTIME('%w', f.departure_time) as day_of_week, AVG(pax_count) FROM Flights f JOIN (SELECT flight_id, COUNT(booking_id) as pax_count FROM Bookings GROUP BY flight_id) as flight_data ON f.flight_id = flight_data.flight_id WHERE day_of_week IN ('1', '6') GROUP BY day_of_week;"
Add a 'last_login' timestamp column to the Users table.,ALTER TABLE Users ADD COLUMN last_login TIMESTAMP;
Find all flights that have transported cargo for a specific company.,SELECT DISTINCT f.flight_number FROM Flights f JOIN Cargo c ON f.flight_id = c.flight_id WHERE c.shipper_company = 'PharmaCorp';
List all pilots who are based at an airport in a different country from their nationality.,SELECT p.* FROM Pilots p JOIN Airports a ON p.home_base_iata = a.iata_code WHERE p.nationality != a.country;
Find the total number of passengers who have flown on a codeshare flight.,SELECT COUNT(DISTINCT b.passenger_id) FROM Bookings b JOIN Flights f ON b.flight_id = f.flight_id WHERE f.is_codeshare = 1;
Create a view that shows the number of flights and total passengers for each route.,"CREATE VIEW RouteSummary AS SELECT r.name, COUNT(f.flight_id) as total_flights, COUNT(b.booking_id) as total_passengers FROM Routes r JOIN Flights f ON r.route_id = f.route_id LEFT JOIN Bookings b ON f.flight_id = b.flight_id GROUP BY r.name;"
Find all flights that have a passenger who is an employee of the airline.,SELECT DISTINCT f.flight_number FROM Flights f JOIN Bookings b ON f.flight_id = b.flight_id JOIN Passengers p ON b.passenger_id = p.passenger_id JOIN Employees e ON p.employee_id = e.employee_id WHERE f.airline_id = e.airline_id;
List all maintenance events that were completed ahead of schedule.,SELECT * FROM Maintenance WHERE completion_date < scheduled_completion_date;
Find the average number of flights a pilot makes per month.,"SELECT p.name, AVG(monthly_flights) FROM Pilots p JOIN (SELECT pilot_id, STRFTIME('%Y-%m', f.departure_time) as month, COUNT(*) as monthly_flights FROM Crews c JOIN Flights f ON c.flight_id = f.flight_id GROUP BY pilot_id, month) as pilot_activity ON p.pilot_id = pilot_activity.pilot_id GROUP BY p.name;"
Update the 'alliance' for all airlines based in a specific country.,UPDATE Airlines SET alliance = 'SkyTeam' WHERE country = 'France';
Find all flights that have a passenger with a 'service animal' request.,SELECT DISTINCT f.flight_number FROM Flights f JOIN Bookings b ON f.flight_id = b.flight_id JOIN SpecialRequests sr ON b.booking_id = sr.booking_id WHERE sr.request_type = 'Service Animal';
List all airports that are located on an island.,SELECT * FROM Airports WHERE is_on_island = 1;
Calculate the total revenue per flight.,"SELECT f.flight_number, SUM(t.price) as total_revenue FROM Flights f JOIN Tickets t ON f.flight_id = t.flight_id GROUP BY f.flight_number;"
Find the most common aircraft type for each airline.,"WITH RankedAircraft AS (SELECT al.name as airline, a.model, COUNT(*) as type_count, RANK() OVER (PARTITION BY al.name ORDER BY COUNT(*) DESC) as rnk FROM Airlines al JOIN Flights f ON al.airline_id = f.airline_id JOIN Aircrafts a ON f.aircraft_id = a.aircraft_id GROUP BY al.name, a.model) SELECT airline, model, type_count FROM RankedAircraft WHERE rnk = 1;"
List all passengers who have booked a flight in the last hour.,"SELECT p.* FROM Passengers p JOIN Bookings b ON p.passenger_id = b.passenger_id WHERE b.booking_date > DATETIME('now', '-1 hour');"
Find the number of flights that have been affected by a security threat.,SELECT COUNT(*) FROM FlightDisruptions WHERE reason = 'Security Threat';
Show the top 5 most profitable routes for each airline.,"WITH RouteProfits AS (SELECT f.airline_id, f.route_id, SUM(t.price) - SUM(c.cost) as profit, RANK() OVER (PARTITION BY f.airline_id ORDER BY (SUM(t.price) - SUM(c.cost)) DESC) as rnk FROM Flights f JOIN Tickets t ON f.flight_id = t.flight_id JOIN Costs c ON f.flight_id = c.flight_id GROUP BY f.airline_id, f.route_id) SELECT al.name, r.name, rp.profit FROM RouteProfits rp JOIN Airlines al ON rp.airline_id = al.airline_id JOIN Routes r ON rp.route_id = r.route_id WHERE rp.rnk <= 5;"
Find all aircraft that have Wi-Fi but do not have in-seat power.,SELECT * FROM Aircrafts WHERE aircraft_id IN (SELECT aircraft_id FROM Amenities WHERE type = 'Wi-Fi') AND aircraft_id NOT IN (SELECT aircraft_id FROM Amenities WHERE type = 'In-Seat Power');
List all pilots who are qualified to be instructors but are not currently instructing.,SELECT * FROM Pilots WHERE can_be_instructor = 1 AND is_currently_instructing = 0;
Calculate the average ticket price for flights departing in the morning vs. evening.,"SELECT CASE WHEN STRFTIME('%H', departure_time) < '12' THEN 'Morning' ELSE 'Evening' END as departure_period, AVG(t.price) FROM Flights f JOIN Tickets t ON f.flight_id = t.flight_id GROUP BY departure_period;"
Find the passenger who has flown the most segments in a single day.,"SELECT p.first_name, p.last_name, COUNT(*) as segments_in_day FROM Passengers p JOIN Bookings b ON p.passenger_id = b.passenger_id JOIN Flights f ON b.flight_id = f.flight_id WHERE DATE(f.departure_time) = '2023-12-01' GROUP BY p.passenger_id, DATE(f.departure_time) ORDER BY segments_in_day DESC LIMIT 1;"
Update the 'status' of all flights that landed more than 24 hours ago to 'Archived'.,"UPDATE Flights SET status = 'Archived' WHERE status = 'Landed' AND arrival_time < DATETIME('now', '-1 day');"
Find all flights that have had a medical diversion.,SELECT * FROM Flights WHERE status = 'Diverted' AND diversion_reason = 'Medical Emergency';
List all airports that have a dedicated fast-food court.,SELECT * FROM Airports WHERE amenities LIKE '%Food Court%';
Find the average number of days between a pilot's flights.,"WITH PilotFlights AS (SELECT pilot_id, departure_time, LAG(departure_time, 1) OVER (PARTITION BY pilot_id ORDER BY departure_time) as previous_flight_date FROM Crews c JOIN Flights f ON c.flight_id = f.flight_id) SELECT p.name, AVG(JULIANDAY(pf.departure_time) - JULIANDAY(pf.previous_flight_date)) FROM Pilots p JOIN PilotFlights pf ON p.pilot_id = pf.pilot_id WHERE pf.previous_flight_date IS NOT NULL GROUP BY p.name;"
Add a 'is_charter' flag to the Flights table.,ALTER TABLE Flights ADD COLUMN is_charter BOOLEAN DEFAULT 0;
Find all flights carrying cargo that requires refrigeration.,SELECT DISTINCT f.flight_number FROM Flights f JOIN Cargo c ON f.flight_id = c.flight_id WHERE c.requires_refrigeration = 1;
List all pilots who have a birthday in the current month.,"SELECT * FROM Pilots WHERE STRFTIME('%m', date_of_birth) = STRFTIME('%m', 'now');"
Find the total number of passengers who have flown from 'JFK' to any airport in 'California'.,SELECT COUNT(DISTINCT b.passenger_id) FROM Bookings b JOIN Flights f ON b.flight_id = f.flight_id JOIN Airports dep ON f.departure_airport_id = dep.airport_id JOIN Airports arr ON f.arrival_airport_id = arr.airport_id WHERE dep.iata_code = 'JFK' AND arr.state = 'California';
Create a trigger to automatically assign a crew to a new flight based on availability.,"CREATE TRIGGER assign_crew_on_insert AFTER INSERT ON Flights FOR EACH ROW BEGIN INSERT INTO Crews (flight_id, pilot_id, copilot_id) VALUES (NEW.flight_id, (SELECT pilot_id FROM PilotAvailability WHERE is_available = 1 LIMIT 1), (SELECT copilot_id FROM CopilotAvailability WHERE is_available = 1 LIMIT 1)); END;"
Find all flights that have experienced a lightning strike.,SELECT * FROM Flights WHERE flight_id IN (SELECT flight_id FROM FlightEvents WHERE event_type = 'Lightning Strike');
List all maintenance events that were performed at a third-party facility.,SELECT * FROM Maintenance WHERE facility_type = 'Third-Party';
Find the average number of loyalty points redeemed per reward.,"SELECT reward_type, AVG(points_cost) FROM LoyaltyRewards GROUP BY reward_type;"
Update the 'capacity' of an aircraft model.,UPDATE AircraftModels SET capacity = 189 WHERE model_code = '737-800';
Find all flights where the aircraft returned to the gate after pushback.,SELECT * FROM Flights WHERE flight_id IN (SELECT flight_id FROM FlightEvents WHERE event_type = 'Return to Gate');
List all airports that have a children's nursery.,SELECT * FROM Airports WHERE amenities LIKE '%Nursery%';
Calculate the total number of flight hours logged for each aircraft model.,"SELECT a.model, a.manufacturer, SUM((strftime('%s', f.arrival_time) - strftime('%s', f.departure_time))/3600.0) as total_hours FROM Aircrafts a JOIN Flights f ON a.aircraft_id = f.aircraft_id GROUP BY a.model, a.manufacturer;"
Find the most common airport for diversions for each airline.,"WITH RankedDiversions AS (SELECT f.airline_id, f.diversion_airport_id, COUNT(*) as diversion_count, RANK() OVER (PARTITION BY f.airline_id ORDER BY COUNT(*) DESC) as rnk FROM Flights f WHERE f.status = 'Diverted' GROUP BY f.airline_id, f.diversion_airport_id) SELECT al.name, ap.name, rd.diversion_count FROM RankedDiversions rd JOIN Airlines al ON rd.airline_id = al.airline_id JOIN Airports ap ON rd.diversion_airport_id = ap.airport_id WHERE rd.rnk = 1;"
List all passengers who have booked flights on more than 3 different airlines in the last year.,"SELECT p.first_name, p.last_name FROM Passengers p JOIN Bookings b ON p.passenger_id = b.passenger_id JOIN Flights f ON b.flight_id = f.flight_id WHERE f.departure_time > DATE('now', '-1 year') GROUP BY p.passenger_id HAVING COUNT(DISTINCT f.airline_id) > 3;"
Find the number of flights that have been cancelled for each day of the week.,"SELECT STRFTIME('%w', departure_time) as day_of_week, COUNT(*) as cancelled_flights FROM Flights WHERE status = 'Cancelled' GROUP BY day_of_week;"
Show the top 5 longest non-stop flights in the world.,"SELECT dep.name, arr.name, r.distance_km FROM Routes r JOIN Airports dep ON r.departure_airport_id = dep.airport_id JOIN Airports arr ON r.arrival_airport_id = arr.airport_id ORDER BY r.distance_km DESC LIMIT 5;"
Find all aircraft that have an average flight duration of more than 12 hours.,"SELECT a.registration FROM Aircrafts a JOIN (SELECT aircraft_id, AVG((strftime('%s', arrival_time) - strftime('%s', departure_time))/3600.0) as avg_duration FROM Flights GROUP BY aircraft_id) as flight_durations ON a.aircraft_id = flight_durations.aircraft_id WHERE flight_durations.avg_duration > 12;"
List all pilots who are certified to fly both Boeing and Airbus aircraft.,"SELECT p.name FROM Pilots p WHERE (SELECT COUNT(DISTINCT a.manufacturer) FROM Certifications c JOIN Aircrafts a ON c.aircraft_model = a.model WHERE c.pilot_id = p.pilot_id AND a.manufacturer IN ('Boeing', 'Airbus')) = 2;"
Calculate the average fare per kilometer for each airline.,"SELECT al.name, AVG(t.price / r.distance_km) as avg_fare_per_km FROM Airlines al JOIN Flights f ON al.airline_id = f.airline_id JOIN Tickets t ON f.flight_id = t.flight_id JOIN Routes r ON f.route_id = r.route_id GROUP BY al.name;"
Find the passenger who has spent the most on tickets in the last year.,"SELECT p.first_name, p.last_name, SUM(t.price) as total_spent FROM Passengers p JOIN Bookings b ON p.passenger_id = b.passenger_id JOIN Tickets t ON b.ticket_id = t.ticket_id JOIN Flights f ON b.flight_id = f.flight_id WHERE f.departure_time > DATE('now', '-1 year') GROUP BY p.passenger_id ORDER BY total_spent DESC LIMIT 1;"
Update the 'on_time_record' for a pilot after a successful on-time flight.,"UPDATE Pilots SET on_time_flights = on_time_flights + 1, total_flights = total_flights + 1 WHERE pilot_id = (SELECT pilot_id FROM Crews WHERE flight_id = 1234);"
Find all flights that have had to dump fuel.,SELECT * FROM Flights WHERE flight_id IN (SELECT flight_id FROM FlightEvents WHERE event_type = 'Fuel Dump');
List all airports that have a dedicated cargo apron.,SELECT * FROM Airports WHERE amenities LIKE '%Cargo Apron%';
Find the average number of passengers on flights that were delayed vs. on-time.,"SELECT status, AVG(pax_count) FROM Flights f JOIN (SELECT flight_id, COUNT(booking_id) as pax_count FROM Bookings GROUP BY flight_id) as flight_data ON f.flight_id = flight_data.flight_id WHERE status IN ('Delayed', 'On-time') GROUP BY status;"
Add a 'crew_base' location to the CrewMembers table.,ALTER TABLE CrewMembers ADD COLUMN crew_base_iata VARCHAR(3);
Find all flights that have transported a winning racehorse.,SELECT DISTINCT f.flight_number FROM Flights f JOIN Cargo c ON f.flight_id = c.flight_id WHERE c.description LIKE '%racehorse%' AND c.notes LIKE '%winner%';
List all pilots who have a perfect on-time record.,SELECT * FROM Pilots WHERE on_time_flights = total_flights AND total_flights > 0;
Find the total number of passengers who have flown to a specific airport for the first time.,"SELECT COUNT(*) FROM (SELECT passenger_id, MIN(f.departure_time) as first_flight_date FROM Bookings b JOIN Flights f ON b.flight_id = f.flight_id WHERE f.arrival_airport_id = 123 GROUP BY passenger_id);"
"Create a view that shows all details of a booking, including passenger and flight info.","CREATE VIEW FullBookingDetails AS SELECT b.booking_id, p.first_name, p.last_name, f.flight_number, dep.name as departure, arr.name as arrival, b.seat_number, t.class, t.price FROM Bookings b JOIN Passengers p ON b.passenger_id = p.passenger_id JOIN Flights f ON b.flight_id = f.flight_id JOIN Airports dep ON f.departure_airport_id = dep.airport_id JOIN Airports arr ON f.arrival_airport_id = arr.airport_id JOIN Tickets t ON b.ticket_id = t.ticket_id;"
